5.319064,0.774155,61.769988
5.209042,0.774155,62.418541
5.289058,0.774155,62.447738
5.129026,0.774155,61.113312
5.169034,0.774155,62.241515
5.249050,0.774155,64.220218
5.089018,0.774155,64.306205
5.049010,0.774155,63.641207
5.319064,0.784157,59.316238
5.209042,0.784157,63.767848
5.289058,0.784157,63.746337
5.249050,0.784157,64.293986
5.169034,0.784157,65.311307
5.129026,0.784157,65.664149
5.089018,0.784157,64.781915
5.049010,0.784157,65.217731
5.319064,0.794159,59.276658
5.209042,0.794159,65.468657
5.249050,0.794159,66.034804
5.089018,0.794159,62.061086
5.289058,0.794159,66.084780
5.169034,0.794159,62.513258
5.129026,0.794159,64.627706
5.049010,0.794159,65.405698
5.319064,0.804161,62.354692
5.209042,0.804161,68.452823
5.249050,0.804161,67.650355
5.289058,0.804161,67.009567
5.169034,0.804161,67.049380
5.089018,0.804161,69.550996
5.129026,0.804161,68.280468
5.049010,0.804161,66.478912
5.319064,0.814163,60.753360
5.289058,0.814163,61.875482
5.209042,0.814163,67.968815
5.249050,0.814163,65.747760
5.169034,0.814163,65.680270
5.129026,0.814163,64.978418
5.089018,0.814163,64.120612
5.049010,0.814163,66.395155
5.319064,0.824165,63.465014
5.289058,0.824165,67.392840
5.169034,0.824165,66.874819
5.209042,0.824165,65.273629
5.129026,0.824165,66.336839
5.249050,0.824165,66.016372
5.089018,0.824165,68.878030
5.049010,0.824165,67.473577
5.319064,0.834167,67.423085
5.289058,0.834167,66.179318
5.169034,0.834167,67.128259
5.129026,0.834167,67.132677
5.209042,0.834167,65.976357
5.249050,0.834167,67.247005
5.319064,0.844169,62.051657
5.089018,0.834167,67.197949
5.049010,0.834167,67.327979
5.289058,0.844169,67.457111
5.169034,0.844169,67.422123
5.129026,0.844169,69.070342
5.249050,0.844169,66.055881
5.209042,0.844169,69.623657
5.319064,0.854171,65.919393
5.089018,0.844169,68.652842
5.049010,0.844169,66.105963
5.289058,0.854171,67.564447
5.169034,0.854171,71.636839
5.249050,0.854171,70.723575
5.129026,0.854171,70.928747
5.209042,0.854171,71.400423
5.319064,0.864173,65.019638
5.089018,0.854171,70.857534
5.049010,0.854171,70.514980
5.289058,0.864173,66.540870
5.319064,0.874175,64.013936
5.169034,0.864173,70.261676
5.249050,0.864173,69.754193
5.129026,0.864173,69.986924
5.209042,0.864173,70.970340
